Customer ID,Product ID,Postal Code,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit,Order ID
KC-16255,OFF-BI-10004492,42420,2016-01-03,Second Class,94.74,3,0.0,44.5278,CA-2015-109470
KC-16255,OFF-BI-10001072,42420,2016-01-03,Second Class,60.64,4,0.0,27.8944,CA-2015-109470
KC-16255,OFF-BI-10003707,42420,2016-01-03,Second Class,76.3,5,0.0,38.15,CA-2015-109470
KC-16255,OFF-BI-10000977,42420,2016-01-03,Second Class,364.8,12,0.0,167.808,CA-2015-109470
BM-11575,OFF-BI-10002082,10035,2015-09-19,Second Class,79.872,3,0.2,29.952,CA-2015-105102
BM-11575,FUR-BO-10004709,10035,2015-09-19,Second Class,46.384,1,0.2,1.1596,CA-2015-105102
BM-11575,OFF-PA-10002365,10035,2015-09-19,Second Class,12.96,2,0.0,6.2208,CA-2015-105102
KN-16705,OFF-EN-10004147,80525,2017-09-26,First Class,14.352,3,0.2,5.2026,CA-2017-138422
JD-16150,FUR-FU-10001468,19140,2015-12-29,Standard Class,547.136,4,0.2,-68.392,US-2015-147739
LA-16780,OFF-ST-10000642,90004,2016-09-26,Second Class,41.96,2,0.0,2.9372,CA-2016-155187
LA-16780,OFF-PA-10000380,90004,2016-09-26,Second Class,41.7,5,0.0,20.85,CA-2016-155187
RW-19690,OFF-PA-10004071,47905,2017-03-25,Standard Class,277.4,5,0.0,133.152,CA-2017-169285
RW-19690,OFF-PA-10004971,47905,2017-03-25,Standard Class,5.78,1,0.0,2.8322,CA-2017-169285
KW-16570,OFF-AP-10000696,37042,2014-10-04,Standard Class,69.216,6,0.2,11.2476,CA-2014-140886
CC-12220,OFF-EN-10004030,6824,2017-12-10,Same Day,10.86,3,0.0,5.1042,CA-2017-152695
CC-12220,OFF-AP-10000026,6824,2017-12-10,Same Day,426.79,7,0.0,123.7691,CA-2017-152695
RH-19495,OFF-PA-10003936,10009,2014-08-23,Same Day,25.92,4,0.0,12.4416,CA-2014-110639
RH-19495,OFF-PA-10004530,10009,2014-08-23,Same Day,45.92,4,0.0,22.5008,CA-2014-110639
JK-15625,OFF-AR-10004930,43229,2014-08-24,Standard Class,10.72,2,0.2,1.742,CA-2014-121727
DC-13285,OFF-AR-10004999,31088,2016-11-15,Standard Class,41.86,7,0.0,10.465,CA-2016-137736
GM-14455,FUR-FU-10002501,2038,2015-01-03,First Class,63.2,5,0.0,23.384,US-2014-143231
GM-14455,TEC-AC-10000358,2038,2015-01-03,First Class,113.97,3,0.0,27.3528,US-2014-143231
CL-11890,OFF-ST-10004804,60623,2014-07-30,Second Class,123.552,3,0.2,-29.3436,US-2014-155894
PV-18985,OFF-AP-10001205,53209,2016-02-28,Standard Class,490.32,9,0.0,137.2896,CA-2016-119025
LT-17110,OFF-PA-10000659,78207,2016-03-18,Standard Class,70.08,5,0.2,24.528,CA-2016-159373
LT-17110,OFF-BI-10004141,78207,2016-03-18,Standard Class,1.272,2,0.8,-2.1624,CA-2016-159373
LT-17110,FUR-TA-10004619,78207,2016-03-18,Standard Class,557.585,5,0.3,0.0,CA-2016-159373
AM-10360,OFF-BI-10004187,90032,2017-12-03,Same Day,9.024,6,0.2,3.1584,CA-2017-109701
AM-10360,OFF-BI-10000632,90032,2017-12-03,Same Day,69.456,2,0.2,22.5732,CA-2017-109701
AM-10360,OFF-PA-10003724,90032,2017-12-03,Same Day,10.86,2,0.0,5.3214,CA-2017-109701
AM-10360,OFF-AP-10002765,90032,2017-12-03,Same Day,79.47,3,0.0,22.2516,CA-2017-109701
AM-10360,OFF-AR-10001868,90032,2017-12-03,Same Day,10.08,6,0.0,5.04,CA-2017-109701
SC-20260,FUR-BO-10002545,94122,2015-09-02,First Class,1552.831,7,0.15,200.9546,CA-2015-111514
SC-20260,OFF-BI-10002735,94122,2015-09-02,First Class,137.24,5,0.2,46.3185,CA-2015-111514
SC-20260,TEC-AC-10004864,94122,2015-09-02,First Class,36.51,1,0.0,15.6993,CA-2015-111514
SC-20260,TEC-MA-10000597,94122,2015-09-02,First Class,239.976,3,0.2,80.9919,CA-2015-111514
CP-12340,FUR-TA-10003473,10024,2014-03-21,Standard Class,1579.746,7,0.4,-447.5947,US-2014-148838
CP-12340,FUR-TA-10001950,10024,2014-03-21,Standard Class,1071.576,4,0.4,-553.6476,US-2014-148838
CP-12340,FUR-TA-10004175,10024,2014-03-21,Standard Class,613.908,3,0.4,-122.7816,US-2014-148838
CP-12340,OFF-PA-10002960,10024,2014-03-21,Standard Class,34.86,7,0.0,16.3842,US-2014-148838
CP-12340,OFF-PA-10000919,10024,2014-03-21,Standard Class,155.04,4,0.0,75.9696,US-2014-148838
RF-19840,OFF-BI-10001553,43229,2017-04-20,Standard Class,13.71,5,0.7,-10.054,CA-2017-136497
AB-10060,FUR-FU-10004864,22980,2016-03-18,Standard Class,127.88,2,0.0,40.9216,US-2016-108637
AB-10060,OFF-AP-10004540,22980,2016-03-18,Standard Class,160.32,2,0.0,44.8896,US-2016-108637
AB-10060,OFF-BI-10004965,22980,2016-03-18,Standard Class,46.0,4,0.0,20.7,US-2016-108637
EH-13990,FUR-CH-10001714,95823,2014-11-26,Second Class,120.712,1,0.2,-18.1068,CA-2014-102295
MN-17935,OFF-PA-10002464,20735,2017-02-13,First Class,23.12,4,0.0,11.3288,CA-2017-123659
KL-16555,FUR-FU-10002298,45014,2016-09-27,Standard Class,532.704,6,0.2,-26.6352,US-2016-129469
KL-16555,OFF-AR-10000315,45014,2016-09-27,Standard Class,4.912,2,0.2,0.307,US-2016-129469
MP-17965,TEC-AC-10004353,2886,2017-07-09,Second Class,252.0,4,0.0,93.24,CA-2017-155152
BF-11020,FUR-FU-10004973,60505,2016-07-11,Second Class,60.288,8,0.6,-27.1296,CA-2016-159940
BF-11020,OFF-FA-10000936,60505,2016-07-11,Second Class,2.632,1,0.2,0.8225,CA-2016-159940
BF-11020,OFF-PA-10001609,60505,2016-07-11,Second Class,23.688,9,0.2,7.6986,CA-2016-159940
BF-11020,FUR-CH-10000785,60505,2016-07-11,Second Class,253.372,2,0.3,-14.4784,CA-2016-159940
TP-21130,OFF-FA-10000053,30080,2017-01-30,Standard Class,5.67,3,0.0,0.1134,CA-2017-119669
MS-17770,OFF-BI-10001718,43229,2014-08-21,Second Class,76.776,4,0.7,-58.8616,US-2014-164616
MS-17770,OFF-SU-10004768,43229,2014-08-21,Second Class,9.184,2,0.2,1.148,US-2014-164616
KM-16375,OFF-PA-10003883,91360,2015-12-11,Standard Class,32.75,5,0.0,15.065,CA-2015-148628
BE-11455,OFF-FA-10004248,44052,2016-05-10,Standard Class,7.216,2,0.2,1.7138,CA-2016-118052
BE-11455,OFF-PA-10002581,44052,2016-05-10,Standard Class,49.568,2,0.2,15.49,CA-2016-118052
BE-11455,FUR-FU-10004848,44052,2016-05-10,Standard Class,54.712,7,0.2,11.6263,CA-2016-118052
CV-12295,OFF-AP-10002403,93727,2017-03-26,First Class,176.04,4,0.0,45.7704,US-2017-117534
CV-12295,OFF-AR-10003087,93727,2017-03-26,First Class,16.02,9,0.0,4.4856,US-2017-117534
CV-12295,OFF-BI-10002026,93727,2017-03-26,First Class,185.92,4,0.2,62.748,US-2017-117534
CV-12295,TEC-PH-10000141,93727,2017-03-26,First Class,211.168,4,0.2,15.8376,US-2017-117534
CV-12295,TEC-CO-10000971,93727,2017-03-26,First Class,479.984,2,0.2,59.998,US-2017-117534
DK-13375,OFF-FA-10001229,92105,2015-12-15,First Class,7.86,2,0.0,3.6156,CA-2015-145065
DK-13375,OFF-BI-10002437,92105,2015-12-15,First Class,24.448,2,0.2,8.8624,CA-2015-145065
SG-20605,OFF-PA-10004255,10009,2015-12-10,Standard Class,6.48,1,0.0,3.1104,US-2015-127040
SG-20605,OFF-PA-10001184,10009,2015-12-10,Standard Class,41.86,7,0.0,20.5114,US-2015-127040
SG-20605,TEC-AC-10002637,10009,2015-12-10,Standard Class,1619.91,9,0.0,97.1946,US-2015-127040
SG-20605,FUR-FU-10002878,10009,2015-12-10,Standard Class,113.92,4,0.0,42.1504,US-2015-127040
CS-12355,OFF-AR-10000588,2148,2016-03-23,Standard Class,39.68,2,0.0,10.3168,CA-2016-128111
PJ-18835,TEC-AC-10002217,10035,2015-11-19,Standard Class,37.6,2,0.0,2.256,CA-2015-137897
PJ-18835,TEC-AC-10001267,10035,2015-11-19,Standard Class,59.9,2,0.0,23.96,CA-2015-137897
PJ-18835,OFF-PA-10004041,10035,2015-11-19,Standard Class,37.0,5,0.0,16.65,CA-2015-137897
NP-18700,OFF-LA-10001613,94109,2017-08-16,Second Class,5.76,2,0.0,2.8224,CA-2017-169264
NP-18700,OFF-AR-10000246,94109,2017-08-16,Second Class,16.68,6,0.0,4.3368,CA-2017-169264
SB-20290,OFF-ST-10001809,29501,2017-09-15,Standard Class,628.81,7,0.0,12.5762,CA-2017-147361
SB-20290,OFF-ST-10002214,29501,2017-09-15,Standard Class,56.45,5,0.0,14.677,CA-2017-147361
AS-10090,OFF-ST-10000649,65807,2017-04-04,Second Class,94.2,6,0.0,23.55,CA-2017-145877
AS-10090,OFF-EN-10001990,65807,2017-04-04,Second Class,28.4,5,0.0,13.348,CA-2017-145877
HM-14860,FUR-BO-10000780,77340,2016-10-03,Standard Class,956.6648,7,0.32,-225.0976,US-2016-110170
MG-18145,TEC-AC-10002049,90045,2017-10-11,Standard Class,1115.91,9,0.0,200.8638,CA-2017-108574
MG-18145,TEC-PH-10003555,90045,2017-10-11,Standard Class,128.744,7,0.2,-28.9674,CA-2017-108574
MG-18145,TEC-PH-10000702,90045,2017-10-11,Standard Class,79.92,10,0.2,26.973,CA-2017-108574
TM-21010,OFF-AR-10003631,94122,2017-01-25,Standard Class,24.2,5,0.0,7.986,CA-2017-144589
TM-21010,TEC-PH-10003072,94122,2017-01-25,Standard Class,359.976,3,0.2,130.4913,CA-2017-144589
BE-11335,FUR-FU-10000758,94122,2017-03-25,First Class,211.84,8,0.0,76.2624,CA-2017-155985
AS-10630,OFF-FA-10000992,19120,2014-08-06,Standard Class,5.68,2,0.2,1.917,CA-2014-162684
EM-13810,OFF-BI-10004187,90036,2015-06-09,Second Class,7.52,5,0.2,2.632,CA-2015-142041
JA-15970,OFF-PA-10001947,90045,2014-11-16,Standard Class,11.96,2,0.0,5.8604,CA-2014-151295
JA-15970,FUR-TA-10002356,90045,2014-11-16,Standard Class,629.064,3,0.2,31.4532,CA-2014-151295
TB-21595,FUR-CH-10001714,53209,2017-01-02,Standard Class,754.45,5,0.0,60.356,CA-2016-156300
PP-18955,FUR-BO-10002824,1040,2015-07-11,Standard Class,301.96,2,0.0,60.392,CA-2015-146087
ML-18040,TEC-AC-10002842,87105,2017-10-18,Standard Class,595.0,5,0.0,95.2,CA-2017-168655
ML-18040,OFF-BI-10002082,87105,2017-10-18,Standard Class,79.872,3,0.2,29.952,CA-2017-168655
LC-16930,TEC-MA-10000112,89431,2016-05-28,Standard Class,2396.4,10,0.2,179.73,CA-2016-107202
MC-17590,OFF-ST-10002289,92236,2017-11-14,Standard Class,63.56,2,0.0,3.178,CA-2017-159597
MC-17590,TEC-AC-10004171,92236,2017-11-14,Standard Class,99.99,1,0.0,43.9956,CA-2017-159597
CR-12580,OFF-ST-10003656,60126,2016-04-23,Standard Class,230.376,3,0.2,-48.9549,CA-2016-155551
CR-12580,OFF-PA-10001560,60126,2016-04-23,Standard Class,9.664,2,0.2,3.2616,CA-2016-155551
SV-20935,TEC-AC-10002473,45014,2017-12-30,Standard Class,158.928,7,0.2,41.7186,US-2017-147669
SV-20935,OFF-BI-10000632,45014,2017-12-30,Standard Class,13.023,1,0.7,-10.4184,US-2017-147669
SV-20935,FUR-TA-10002645,45014,2017-12-30,Standard Class,273.06,2,0.4,-104.673,US-2017-147669
SV-20935,OFF-FA-10002975,45014,2017-12-30,Standard Class,39.312,13,0.2,12.7764,US-2017-147669
MZ-17515,OFF-BI-10003784,76017,2016-06-17,Standard Class,1.344,4,0.8,-2.1504,CA-2016-169922
MZ-17515,OFF-BI-10001617,76017,2016-06-17,Standard Class,8.272,4,0.8,-13.6488,CA-2016-169922
MZ-17515,FUR-FU-10004415,76017,2016-06-17,Standard Class,12.544,7,0.6,-9.0944,CA-2016-169922
RB-19795,OFF-LA-10000240,94110,2017-05-20,Standard Class,58.48,8,0.0,27.4856,CA-2017-100748
HM-14860,FUR-FU-10001935,98103,2018-01-02,Standard Class,7.4,2,0.0,3.034,CA-2017-129805
AZ-10750,FUR-CH-10002439,10009,2014-04-01,Standard Class,366.786,7,0.1,65.2064,CA-2014-148586
JH-15910,TEC-PH-10001536,77070,2017-06-01,Standard Class,54.368,4,0.2,4.0776,US-2017-112613
PJ-18835,OFF-EN-10001532,22153,2015-11-17,First Class,33.96,2,0.0,16.98,CA-2015-154746
PJ-18835,OFF-AP-10003057,22153,2015-11-17,First Class,826.11,3,0.0,322.1829,CA-2015-154746
CA-12265,FUR-FU-10003708,87401,2017-07-10,Standard Class,545.85,9,0.0,114.6285,CA-2017-140053
PW-19240,FUR-TA-10000849,80027,2014-11-20,Second Class,145.98,2,0.5,-99.2664,CA-2014-164210
PW-19240,OFF-PA-10002259,80027,2014-11-20,Second Class,35.808,4,0.2,12.5328,CA-2014-164210
SW-20455,FUR-FU-10002597,33614,2017-07-22,Standard Class,7.904,2,0.2,2.1736,CA-2017-139948
AF-10870,TEC-PH-10004614,7055,2016-05-27,Standard Class,345.0,5,0.0,86.25,CA-2016-146934
AF-10870,FUR-TA-10003748,7055,2016-05-27,Standard Class,174.286,2,0.3,-19.9184,CA-2016-146934
AF-10870,OFF-AP-10003217,7055,2016-05-27,Standard Class,662.84,4,0.0,172.3384,CA-2016-146934
AF-10870,TEC-AC-10002399,7055,2016-05-27,Standard Class,95.1,5,0.0,30.432,CA-2016-146934
AF-10870,OFF-EN-10002973,7055,2016-05-27,Standard Class,26.88,6,0.0,12.9024,CA-2016-146934
AF-10870,TEC-PH-10001336,7055,2016-05-27,Standard Class,257.98,2,0.0,74.8142,CA-2016-146934
AM-10705,OFF-EN-10000461,90004,2015-10-01,Standard Class,17.48,2,0.0,8.2156,CA-2015-100573
BD-11320,FUR-CH-10000988,19143,2016-11-06,Standard Class,492.835,5,0.3,-14.081,CA-2016-119165
CM-12385,OFF-ST-10001809,29406,2015-09-17,Second Class,269.49,3,0.0,5.3898,CA-2015-128027
CS-12400,OFF-BI-10003963,95123,2016-11-10,Standard Class,29.12,5,0.2,9.828,CA-2016-140207
DB-13405,OFF-LA-10000081,10011,2017-03-22,Second Class,18.75,5,0.0,9.0,CA-2017-140949
DB-13405,TEC-PH-10000149,10011,2017-03-22,Second Class,119.7,6,0.0,31.122,CA-2017-140949
DB-13405,OFF-BI-10000605,10011,2017-03-22,Second Class,9.144,3,0.2,3.0861,CA-2017-140949
DB-13405,TEC-AC-10002399,10011,2017-03-22,Second Class,57.06,3,0.0,18.2592,CA-2017-140949
DB-13405,TEC-AC-10003038,10011,2017-03-22,Second Class,71.6,8,0.0,13.604,CA-2017-140949
DB-13405,OFF-ST-10000344,10011,2017-03-22,Second Class,107.44,8,0.0,27.9344,CA-2017-140949
DB-13405,OFF-LA-10004093,10011,2017-03-22,Second Class,7.31,1,0.0,3.4357,CA-2017-140949
DB-13405,OFF-AR-10001683,10011,2017-03-22,Second Class,59.1,6,0.0,22.458,CA-2017-140949
DB-13405,OFF-ST-10003455,10011,2017-03-22,Second Class,46.53,3,0.0,12.0978,CA-2017-140949
JG-15160,OFF-AP-10002578,7060,2017-08-21,Standard Class,97.84,2,0.0,25.4384,CA-2017-138548
SC-20380,OFF-PA-10001763,98115,2015-07-13,Second Class,29.97,3,0.0,13.4865,CA-2015-142419
SC-20380,OFF-BI-10001597,98115,2015-07-13,Second Class,98.352,3,0.2,34.4232,CA-2015-142419
CS-12460,OFF-BI-10001524,10009,2017-12-09,Standard Class,83.92,5,0.2,29.372,CA-2017-148691
CS-12460,OFF-BI-10001553,10009,2017-12-09,Standard Class,14.624,2,0.2,5.1184,CA-2017-148691
CS-12460,TEC-PH-10000576,10009,2017-12-09,Standard Class,136.99,1,0.0,36.9873,CA-2017-148691
CS-12460,OFF-LA-10001317,10009,2017-12-09,Standard Class,3.15,1,0.0,1.512,CA-2017-148691
MK-18160,OFF-PA-10000726,23602,2017-05-08,Standard Class,9.11,1,0.0,4.0995,CA-2017-128755
MK-18160,OFF-ST-10003306,23602,2017-05-08,Standard Class,571.44,4,0.0,165.7176,CA-2017-128755
MK-18160,OFF-PA-10004983,23602,2017-05-08,Standard Class,32.4,5,0.0,15.552,CA-2017-128755
MK-18160,OFF-ST-10001291,23602,2017-05-08,Standard Class,16.91,1,0.0,4.5657,CA-2017-128755
CM-11935,FUR-FU-10002107,28314,2016-01-28,Standard Class,14.272,8,0.2,4.2816,US-2016-135923
CM-11935,FUR-BO-10002213,28314,2016-01-28,Standard Class,451.136,4,0.2,-67.6704,US-2016-135923
CM-11935,OFF-AP-10000692,28314,2016-01-28,Standard Class,64.864,4,0.2,6.4864,US-2016-135923
PF-19225,FUR-CH-10001190,90032,2016-11-06,First Class,217.584,2,0.2,-29.9178,CA-2016-114972
PF-19225,TEC-AC-10000682,90032,2016-11-06,First Class,82.95,5,0.0,29.0325,CA-2016-114972
PF-19225,OFF-LA-10004545,90032,2016-11-06,First Class,87.71,7,0.0,41.2237,CA-2016-114972
PF-19225,OFF-AP-10003057,90032,2016-11-06,First Class,1101.48,4,0.0,429.5772,CA-2016-114972
GM-14695,FUR-TA-10000198,90036,2017-09-08,Second Class,1322.352,3,0.2,-99.1764,CA-2017-102750
DC-12850,OFF-AR-10002833,10011,2014-09-19,Standard Class,5.46,3,0.0,1.4742,CA-2014-145212
FO-14305,OFF-SU-10002557,75220,2017-06-25,Standard Class,11.184,1,0.2,0.8388,CA-2017-141992
FO-14305,OFF-ST-10003656,75220,2017-06-25,Standard Class,153.584,2,0.2,-32.6366,CA-2017-141992
AH-10210,OFF-ST-10001097,98105,2017-12-31,Standard Class,1003.62,6,0.0,0.0,CA-2017-147956
KN-16705,TEC-PH-10000912,98105,2017-09-03,Standard Class,35.168,4,0.2,11.4296,CA-2017-126067
KN-16705,FUR-TA-10000617,98105,2017-09-03,Standard Class,1137.75,5,0.0,250.305,CA-2017-126067
KN-16705,OFF-BI-10001658,98105,2017-09-03,Standard Class,99.68,5,0.2,32.396,CA-2017-126067
KN-16705,OFF-AR-10003856,98105,2017-09-03,Standard Class,5.56,2,0.0,1.4456,CA-2017-126067
CB-12535,OFF-ST-10001837,19711,2015-01-04,Second Class,85.52,2,0.0,22.2352,CA-2015-104514
CB-12535,OFF-AR-10001473,19711,2015-01-04,Second Class,9.84,3,0.0,2.6568,CA-2015-104514
CB-12535,OFF-PA-10004285,19711,2015-01-04,Second Class,20.04,3,0.0,9.6192,CA-2015-104514
TB-21250,TEC-PH-10001835,10024,2015-10-13,Second Class,631.96,4,0.0,303.3408,CA-2015-141040
TB-21250,OFF-PA-10002245,10024,2015-10-13,Second Class,23.92,4,0.0,10.764,CA-2015-141040
KD-16345,OFF-PA-10001457,90049,2014-12-15,Second Class,90.24,6,0.0,41.5104,CA-2014-113579
JM-15865,TEC-PH-10002885,14701,2014-11-23,Standard Class,4548.81,7,0.0,1228.1787,CA-2014-144624
KT-16480,FUR-TA-10004086,77095,2016-09-14,Second Class,300.93,5,0.3,-34.392,CA-2016-146206
KT-16480,TEC-PH-10000895,77095,2016-09-14,Second Class,719.96,5,0.2,53.997,CA-2016-146206
SC-20575,FUR-CH-10000225,46544,2014-06-22,Standard Class,647.84,8,0.0,32.392,CA-2014-136644
BS-11800,OFF-ST-10002370,92037,2015-10-01,Standard Class,64.17,3,0.0,18.6093,CA-2015-122371
BS-11800,OFF-EN-10000056,92037,2015-10-01,Standard Class,124.46,2,0.0,58.4962,CA-2015-122371
BT-11395,OFF-BI-10004817,94109,2016-05-24,Standard Class,9.584,1,0.2,3.3544,CA-2016-126935
DC-12850,OFF-EN-10004483,33178,2017-06-23,First Class,37.608,3,0.2,12.6927,US-2017-133781
LS-17200,OFF-PA-10001892,60076,2017-06-20,First Class,12.224,2,0.2,4.4312,CA-2017-131618
LS-17200,OFF-BI-10000546,60076,2017-06-20,First Class,2.304,4,0.8,-3.5712,CA-2017-131618
LS-17200,OFF-BI-10001294,60076,2017-06-20,First Class,9.36,4,0.8,-16.38,CA-2017-131618
RR-19315,OFF-LA-10000248,94110,2016-11-19,Standard Class,7.38,2,0.0,3.4686,CA-2016-149482
KL-16645,OFF-ST-10001228,94122,2014-07-27,Second Class,53.72,4,0.0,15.0416,CA-2014-143917
KL-16645,OFF-SU-10000151,94122,2014-07-27,Second Class,8187.65,5,0.0,327.506,CA-2014-143917
KL-16645,FUR-FU-10004351,94122,2014-07-27,Second Class,77.92,8,0.0,34.2848,CA-2014-143917
RB-19435,OFF-AP-10001293,77070,2015-07-02,Same Day,32.784,4,0.8,-85.2384,CA-2015-120397
MY-17380,TEC-PH-10000675,90045,2017-03-08,Standard Class,196.776,3,0.2,14.7582,CA-2017-163902
MY-17380,TEC-AC-10000580,90045,2017-03-08,Standard Class,479.94,6,0.0,52.7934,CA-2017-163902
AW-10930,OFF-ST-10003470,73120,2016-11-23,Standard Class,1117.92,4,0.0,55.896,CA-2016-136812
KW-16570,TEC-AC-10003116,71203,2015-04-19,First Class,106.5,6,0.0,41.535,CA-2015-102722
DB-12910,OFF-BI-10002429,33614,2017-12-06,Standard Class,45.66,5,0.7,-33.484,CA-2017-155089
BB-11545,TEC-AC-10003280,60623,2016-11-17,Standard Class,95.968,4,0.2,1.1996,CA-2016-124506
BB-11545,FUR-CH-10004540,60623,2016-11-17,Standard Class,47.992,2,0.3,-2.0568,CA-2016-124506
NP-18700,OFF-ST-10000585,43402,2014-09-10,Standard Class,264.32,2,0.2,19.824,CA-2014-106572
PB-19105,OFF-EN-10003001,77095,2014-11-22,Standard Class,604.656,9,0.2,204.0714,CA-2014-128888
DW-13585,FUR-FU-10003975,7090,2017-05-07,Standard Class,129.93,3,0.0,12.993,CA-2017-123134
CD-12790,OFF-LA-10004559,73120,2016-10-21,Standard Class,20.16,7,0.0,9.8784,CA-2016-124352
CD-12790,OFF-LA-10003223,73120,2016-10-21,Standard Class,29.46,6,0.0,14.4354,CA-2016-124352
CD-12790,OFF-AP-10002651,73120,2016-10-21,Standard Class,868.59,3,0.0,251.8911,CA-2016-124352
CD-12790,OFF-PA-10003177,73120,2016-10-21,Standard Class,12.96,2,0.0,6.2208,CA-2016-124352
CD-12790,TEC-PH-10003442,73120,2016-10-21,Standard Class,5.5,1,0.0,1.375,CA-2016-124352
CD-12790,OFF-BI-10000977,73120,2016-10-21,Standard Class,121.6,4,0.0,55.936,CA-2016-124352
TT-21220,OFF-AR-10004078,77041,2015-04-10,Standard Class,42.048,9,0.2,5.256,CA-2015-124541
TT-21220,TEC-AC-10002550,77041,2015-04-10,Standard Class,25.488,2,0.2,4.4604,CA-2015-124541
TT-21220,OFF-BI-10004965,77041,2015-04-10,Standard Class,6.9,3,0.8,-12.075,CA-2015-124541
TT-21220,OFF-BI-10004209,77041,2015-04-10,Standard Class,9.648,6,0.8,-16.884,CA-2015-124541
TT-21220,OFF-PA-10001526,77041,2015-04-10,Standard Class,7.968,2,0.2,2.8884,CA-2015-124541
DB-12910,OFF-PA-10000788,33311,2014-10-29,Standard Class,10.368,2,0.2,3.6288,CA-2014-108707
DJ-13510,OFF-PA-10000595,72209,2014-08-21,Standard Class,114.2,5,0.0,52.532,CA-2014-111500
DJ-13510,OFF-BI-10000829,72209,2014-08-21,Standard Class,17.96,4,0.0,8.2616,CA-2014-111500
DJ-13510,OFF-FA-10002676,72209,2014-08-21,Standard Class,12.67,7,0.0,4.5612,CA-2014-111500
DJ-13510,TEC-AC-10000844,72209,2014-08-21,Standard Class,339.96,4,0.0,122.3856,CA-2014-111500
DL-13495,OFF-ST-10004459,19120,2017-08-18,Second Class,1801.632,6,0.2,-337.806,US-2017-117723
LO-17170,TEC-AC-10003499,92253,2015-09-08,First Class,46.32,4,0.0,18.0648,CA-2015-143238
SV-20365,FUR-CH-10000513,44105,2015-01-29,Second Class,181.986,2,0.3,-54.5958,CA-2015-168746
SV-20365,TEC-PH-10000895,44105,2015-01-29,Second Class,431.976,4,0.4,-100.7944,CA-2015-168746
SV-20365,TEC-PH-10002555,44105,2015-01-29,Second Class,155.37,1,0.4,-36.253,CA-2015-168746
EM-13810,FUR-CH-10003312,94122,2015-07-16,Same Day,1348.704,6,0.2,-219.1644,CA-2015-113404
EM-13810,FUR-CH-10004086,94122,2015-07-16,Same Day,700.152,3,0.2,78.7671,CA-2015-113404
KD-16615,FUR-FU-10002759,85254,2016-05-04,Standard Class,111.888,7,0.2,22.3776,CA-2016-144792
NB-18580,OFF-AP-10002191,19134,2014-10-01,Second Class,143.952,3,0.2,14.3952,CA-2014-164385
AP-10720,FUR-BO-10003450,2148,2016-09-14,Standard Class,173.94,3,0.0,13.9152,US-2016-114174
AP-10720,OFF-LA-10000248,2148,2016-09-14,Standard Class,14.76,4,0.0,6.9372,US-2016-114174
JE-15745,OFF-ST-10004804,95123,2017-04-20,Standard Class,205.92,4,0.0,2.0592,CA-2017-108070
JE-15745,FUR-BO-10001337,95123,2017-04-20,Standard Class,102.833,1,0.15,-6.049,CA-2017-108070
JM-15865,OFF-AR-10002255,85023,2015-08-22,Standard Class,2.304,1,0.2,0.2592,US-2015-128090
JM-15865,TEC-PH-10002624,85023,2015-08-22,Standard Class,1879.96,5,0.2,211.4955,US-2015-128090
JM-15865,OFF-PA-10001878,85023,2015-08-22,Standard Class,313.024,8,0.2,105.6456,US-2015-128090
JM-15865,OFF-LA-10000452,85023,2015-08-22,Standard Class,5.04,2,0.2,1.764,US-2015-128090
AB-10105,FUR-FU-10004665,42420,2017-11-23,Standard Class,821.88,6,0.0,213.6888,CA-2017-101042
AB-10105,OFF-BI-10000088,42420,2017-11-23,Standard Class,21.96,2,0.0,10.7604,CA-2017-101042
PN-18775,OFF-PA-10000029,29203,2016-09-18,Standard Class,25.92,4,0.0,12.4416,CA-2016-155439
JC-15775,TEC-PH-10000369,32303,2016-08-20,Standard Class,705.544,7,0.2,70.5544,CA-2016-118626
PF-19165,TEC-AC-10001590,10035,2015-09-30,Standard Class,50.0,2,0.0,12.0,CA-2015-111458
BW-11110,FUR-FU-10004909,77070,2016-10-14,Standard Class,51.712,8,0.6,-32.32,US-2016-126844
BP-11185,OFF-AP-10002287,33065,2015-03-30,Standard Class,6.992,2,0.2,0.5244,US-2015-112508
TM-21010,FUR-BO-10004357,84057,2015-06-04,Standard Class,1406.86,7,0.0,140.686,CA-2015-147788
TM-21010,OFF-LA-10003766,84057,2015-06-04,Standard Class,15.75,5,0.0,7.56,CA-2015-147788
TM-21010,OFF-ST-10000046,84057,2015-06-04,Standard Class,323.1,2,0.0,61.389,CA-2015-147788
MB-17305,OFF-LA-10003190,37211,2015-12-31,Standard Class,9.216,4,0.2,3.3408,CA-2015-144288
MB-17305,OFF-PA-10002787,37211,2015-12-31,Standard Class,10.368,2,0.2,3.6288,CA-2015-144288
HR-14830,TEC-AC-10000387,10009,2015-03-22,Second Class,15.02,1,0.0,2.7036,CA-2015-110632
HR-14830,OFF-ST-10001291,10009,2015-03-22,Second Class,33.82,2,0.0,9.1314,CA-2015-110632
BD-11635,TEC-AC-10003116,42104,2017-12-24,First Class,71.0,4,0.0,27.69,CA-2017-109589
SF-20200,OFF-BI-10001308,98226,2017-11-03,Second Class,25.12,5,0.2,7.85,CA-2017-123967
SF-20200,FUR-TA-10003954,98226,2017-11-03,Second Class,2665.62,9,0.0,239.9058,CA-2017-123967
